/model.1/conv/Conv,/model.16/cv1/conv/Conv,/model.17/conv/Conv,/model.2/cv2/conv/Conv,/model.23/cv2.0/cv2.0.0/conv/Conv,/model.23/cv4.0/cv4.0.0/conv/Conv,/model.23/proto/cv1/conv/Conv,/model.23/proto/cv2/conv/Conv,/model.23/proto/upsample/ConvTranspose,/model.3/conv/Conv,/model.4/cv2/conv/Conv,/model.5/conv/Conv,output0,output1
0,1,0,0,1,0,1,0,1,0,1,0,0.07934141159057617,0.037430308759212494
1,1,0,1,1,0,0,0,0,0,1,1,0.2560044527053833,0.1538388878107071
0,0,1,1,1,1,0,1,0,1,0,1,0.07395965605974197,0.029841190204024315
0,0,0,1,1,0,1,1,1,0,0,1,0.060065291821956635,0.03256485238671303
0,0,0,0,1,0,1,0,0,0,0,1,0.04478585720062256,0.020143017172813416
0,0,1,0,0,1,0,0,0,0,0,0,0.009369950741529465,0.0
1,1,1,1,1,0,1,1,1,1,0,0,0.2557365298271179,0.1565605103969574
1,0,1,0,1,1,0,1,0,1,0,1,0.2517611086368561,0.15024766325950623
0,1,1,1,1,1,1,0,0,0,0,0,0.08086742460727692,0.03496237099170685
0,1,0,0,1,0,1,1,0,0,0,0,0.06512858718633652,0.03288280591368675
1,1,0,0,0,0,1,0,0,1,1,1,0.250095397233963,0.15517418086528778
1,1,0,1,0,0,1,1,0,0,1,0,0.24933111667633057,0.1558176577091217
1,0,0,0,0,0,1,1,1,1,1,1,0.24484393000602722,0.1543690264225006
1,0,1,1,0,1,0,0,1,1,0,1,0.24514925479888916,0.1517820656299591
1,0,0,1,1,1,0,1,0,1,0,1,0.25100764632225037,0.15088701248168945
0,1,1,0,1,0,0,0,1,1,0,1,0.08387551456689835,0.03562726452946663
0,0,0,1,1,1,0,0,1,1,0,0,0.06968195736408234,0.02779502049088478
1,0,0,1,0,0,0,1,1,1,0,0,0.24316318333148956,0.15281063318252563
0,1,0,1,1,1,0,0,0,1,1,1,0.09875242412090302,0.0401715487241745
0,1,1,0,1,1,0,1,1,1,0,0,0.08246268332004547,0.03743293136358261
1,1,0,0,0,1,0,1,1,1,0,0,0.24775826930999756,0.15576812624931335
0,1,0,0,1,1,1,1,1,0,1,1,0.08348945528268814,0.041968151926994324
0,1,0,1,0,1,1,0,0,0,0,0,0.05435985326766968,0.03496237099170685
0,1,1,1,0,0,0,0,1,1,1,0,0.07758933305740356,0.04222143068909645
1,0,0,0,1,0,1,1,1,0,0,0,0.2481873482465744,0.1520918905735016
1,0,0,1,0,0,0,0,1,0,1,1,0.2449609935283661,0.15268006920814514
0,1,1,1,0,1,1,0,0,0,1,1,0.07374817878007889,0.04135626554489136
1,0,1,0,0,0,1,0,1,0,1,0,0.2445376217365265,0.15196827054023743
1,1,0,0,1,0,0,1,0,1,1,0,0.257089227437973,0.15540215373039246
1,0,0,0,0,0,0,1,1,1,0,1,0.24370448291301727,0.15230968594551086
0,1,0,1,0,0,1,0,0,1,1,1,0.07654953747987747,0.0447043851017952
0,0,0,1,0,1,0,0,0,1,1,0,0.05403295159339905,0.028327908366918564
0,1,1,0,1,0,1,1,1,1,0,1,0.08387551456689835,0.04211842268705368
0,0,0,0,0,0,1,0,1,0,0,1,0.014272998087108135,0.02296864613890648
1,1,1,0,1,1,1,1,1,0,0,0,0.2541657090187073,0.15512697398662567
1,0,0,0,1,1,1,0,1,1,0,0,0.25032922625541687,0.15186674892902374
0,1,1,1,0,0,1,1,1,1,0,0,0.06554467231035233,0.04420805722475052
0,0,1,1,1,1,0,0,0,0,1,0,0.07087559998035431,0.022806847468018532
0,1,0,0,0,0,1,1,1,0,0,0,0.04041669890284538,0.03471482917666435
0,1,0,1,0,0,1,0,0,1,1,0,0.07442259788513184,0.04384960979223251
0,0,1,0,0,1,0,0,0,0,1,0,0.03253498300909996,0.015531932935118675
1,0,0,1,1,0,0,1,1,0,0,0,0.24856381118297577,0.15200385451316833
1,0,0,0,0,1,1,1,0,1,1,0,0.24538715183734894,0.15300652384757996
0,1,0,1,0,0,0,0,1,1,1,1,0.07654953747987747,0.04318464547395706
0,0,1,0,1,1,1,1,1,0,1,0,0.05940800905227661,0.030621269717812538
1,0,1,0,1,1,1,0,0,1,0,1,0.2517611086368561,0.1502188891172409
0,0,1,0,1,0,0,0,1,0,1,1,0.062472324818372726,0.024111606180667877
0,1,1,0,1,1,0,1,1,0,0,0,0.06996472924947739,0.030669059604406357
1,1,1,0,0,1,1,1,0,0,1,0,0.2502305507659912,0.1550271064043045
1,0,0,1,1,0,1,1,1,0,1,1,0.2508543133735657,0.15420696139335632
1,1,1,0,0,1,1,0,0,1,0,1,0.24946382641792297,0.1533319503068924
1,1,0,1,0,0,0,0,0,0,1,1,0.24995112419128418,0.1538388878107071
0,0,1,1,1,1,0,1,1,1,0,1,0.07395965605974197,0.032924722880125046
1,1,1,0,0,0,0,1,1,0,1,0,0.2498241662979126,0.15643857419490814
1,0,0,0,0,0,1,1,1,1,0,1,0.24370448291301727,0.15285560488700867
1,0,0,0,0,1,0,1,0,1,1,0,0.24538715183734894,0.1518615335226059
0,0,0,1,0,0,0,1,1,0,0,1,0.034155845642089844,0.02756655588746071
1,0,1,1,1,1,1,1,0,1,1,0,0.25297650694847107,0.15320667624473572
1,0,1,0,1,1,0,1,1,0,1,1,0.25068897008895874,0.15267671644687653
0,1,0,1,1,1,0,0,0,0,0,1,0.07992241531610489,0.030855581164360046
0,1,0,0,0,0,0,1,1,0,0,0,0.04041669890284538,0.030669059604406357
1,1,0,1,0,0,0,0,0,1,1,0,0.2500281035900116,0.1544112265110016
1,1,0,0,1,1,1,0,1,0,0,0,0.2528456449508667,0.15397614240646362
0,0,1,0,0,1,0,1,0,0,0,1,0.019868027418851852,0.016946977004408836
0,1,0,0,0,0,1,0,1,1,0,0,0.05550893023610115,0.03829244524240494
0,0,1,0,0,1,0,0,0,0,0,1,0.019868027418851852,0.00820744689553976
1,0,1,1,0,1,1,0,1,0,0,0,0.24377629160881042,0.15136250853538513
1,1,1,0,1,0,0,1,1,1,0,0,0.25549548864364624,0.15576812624931335
1,0,0,0,1,1,1,1,0,0,0,0,0.24852213263511658,0.15064547955989838
0,1,1,0,0,1,1,0,0,0,0,0,0.04525284841656685,0.029445622116327286
0,0,1,0,0,1,0,0,1,1,1,0,0.04858845844864845,0.02933424338698387
1,1,0,1,1,0,1,0,0,1,1,1,0.2572164237499237,0.1555849313735962
1,0,1,0,1,0,1,0,0,0,1,0,0.250194251537323,0.1503070890903473
0,1,0,0,0,1,1,1,0,1,1,0,0.06876193732023239,0.04379405453801155
1,1,1,1,1,1,0,0,1,0,1,1,0.257822722196579,0.15641719102859497
0,0,0,1,1,0,0,0,1,1,0,1,0.07071390002965927,0.029132623225450516
